ID,Thuật toán,Tham số,Chi phí tốt nhất,Chi phí trung bình,Thời gian (s)
1,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=swap, local_search=True,982.63,1054.19,0.59
1398,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=insert, local_search=False,982.63,1095.64,0.70
1399,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=insert, local_search=True,986.27,1162.92,1.90
1400,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=insert, local_search=True,986.27,1154.55,0.80
1401,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=insert, local_search=True,982.63,1113.30,0.71
1402,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=insert, local_search=False,982.63,1155.87,0.64
1403,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=insert, local_search=False,982.63,1108.98,0.63
1404,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=insert, local_search=False,982.63,1097.04,1.07
1405,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,999.18,1184.20,0.69
1406,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,999.18,1118.09,0.43
1407,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,1031.80,1101.36,0.80
1408,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,991.17,1132.97,1.29
1409,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1031.80,1141.36,0.47
1410,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1001.89,1122.19,0.58
1411,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1108.50,0.70
1412,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,986.27,1136.96,0.79
1413,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1056.03,1.30
1414,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1001.89,1127.97,0.51
1415,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1056.21,1133.87,0.88
1416,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1025.32,1124.84,0.46
1417,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,1001.89,1129.96,0.48
1418,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,1000.79,1190.50,0.47
1419,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,991.17,1136.43,0.41
1420,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,982.63,1123.69,0.87
1421,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,982.63,1176.18,0.37
1422,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,982.63,1119.95,0.37
1423,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,986.27,1189.73,0.46
1424,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,1005.31,1146.45,0.41
1425,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,986.27,1118.52,0.44
1426,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,996.95,1148.37,0.77
1427,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,986.27,1117.22,0.67
1428,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1031.80,1124.05,0.34
1429,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1126.99,0.84
1430,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,986.27,1148.73,0.64
1431,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1110.17,0.49
1432,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,982.63,1149.24,0.56
1433,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1045.16,1155.12,0.71
1434,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1029.29,1141.66,0.34
1435,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,1000.79,1162.64,0.86
1436,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,996.95,1176.11,0.52
1437,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1121.61,0.67
1438,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,982.63,1122.98,0.40
1439,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,996.95,1146.04,0.57
1440,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,986.27,1157.48,0.51
1441,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,1073.79,1204.55,0.53
1442,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1105.15,1.19
1443,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1109.07,0.47
1444,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,986.27,1139.95,1.01
1445,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,986.27,1085.54,1.02
1446,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1039.86,1162.79,0.55
1447,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1210.67,0.46
1448,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1168.98,0.83
1449,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1110.52,0.79
1450,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,986.27,1203.21,0.81
1451,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,1031.80,1171.06,0.57
1452,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,986.27,1145.54,0.73
1453,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,982.63,1101.44,0.81
1454,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,1013.77,1145.60,0.45
1455,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=True,999.12,1154.29,0.60
1456,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,982.63,1237.83,0.62
1457,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,986.27,1170.19,0.54
1458,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=inversion, local_search=False,982.63,1114.21,0.49
1459,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1113.33,0.72
1460,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,986.27,1153.01,0.65
1461,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1118.32,0.57
1462,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1116.72,0.68
1463,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1085.67,0.57
1464,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1082.58,0.56
1465,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,1003.87,1169.16,0.46
1466,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1091.95,0.49
1467,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1091.41,0.62
1468,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1164.88,0.90
1469,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1013.77,1153.65,0.51
1470,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1097.28,0.62
1471,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1148.80,0.79
1472,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1086.81,0.67
1473,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,986.27,1114.86,0.60
1474,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1203.75,0.41
1475,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1043.76,1173.28,0.62
1476,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1125.17,0.48
1477,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,1031.80,1182.09,0.56
1478,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,1024.88,1152.31,0.58
1479,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,1063.96,1160.22,0.45
1480,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1048.17,1179.31,0.66
1481,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,986.27,1077.96,0.69
1482,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,991.17,1112.70,0.51
1483,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,996.95,1143.09,0.70
1484,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,996.95,1161.23,0.56
1485,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,991.17,1146.30,0.61
1486,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,986.27,1206.39,0.60
1487,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1089.28,1.11
1488,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,986.27,1141.44,0.54
1489,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,1031.80,1200.76,0.50
1490,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1149.22,0.57
1491,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,1056.92,1136.38,0.66
1492,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1039.24,1194.13,0.56
1493,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1127.70,1232.04,0.37
1494,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1031.80,1130.84,0.53
1495,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,1093.51,1242.95,0.41
1496,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1107.75,0.87
1497,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1095.06,0.80
1498,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1032.52,1267.27,0.64
1499,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1120.68,1.12
1500,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1024.88,1104.07,0.81
1501,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1174.61,0.68
1502,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1172.82,0.76
1503,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,991.17,1130.33,0.71
1504,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1039.24,1168.36,0.50
1505,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,986.27,1127.55,0.71
1506,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1024.88,1190.88,0.63
1507,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1174.77,0.64
1508,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1146.63,0.79
1509,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=True,986.27,1117.52,0.54
1510,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,1030.83,1181.75,0.89
1511,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,999.18,1143.35,0.99
1512,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=ordered, mutation_method=scramble, local_search=False,999.12,1168.82,0.52
1513,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1102.90,0.88
1514,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1050.65,1166.62,0.51
1515,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1029.29,1105.98,0.74
1516,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1178.69,0.56
1517,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1109.40,0.58
1518,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1109.23,0.50
1519,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1045.04,1157.75,0.50
1520,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1000.79,1162.06,0.46
1521,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1056.21,1162.19,0.36
1522,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,991.17,1083.83,0.70
1523,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,999.12,1147.96,0.50
1524,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1104.90,0.55
1525,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1146.86,0.54
1526,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,999.12,1087.18,0.78
1527,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1085.96,0.61
1528,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1127.68,0.75
1529,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1122.51,0.62
1530,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1024.88,1125.01,0.54
1531,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1109.78,0.43
1532,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1114.58,0.56
1533,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1089.87,1171.39,1.20
1534,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1126.68,0.54
1535,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1108.45,0.96
1536,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1072.93,1169.17,0.43
1537,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1114.25,0.87
1538,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1037.87,1163.16,0.51
1539,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1136.08,0.39
1540,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1003.87,1257.27,0.95
1541,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1110.52,0.58
1542,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1124.82,0.54
1543,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1031.80,1181.50,0.55
1544,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1085.51,0.55
1545,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1095.50,0.54
1546,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1040.47,1160.23,0.57
1547,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1080.35,1.05
1548,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1095.22,0.79
1549,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1158.10,0.68
1550,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1031.80,1171.07,0.40
1551,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1128.55,0.59
1552,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1031.80,1161.77,0.81
1553,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1105.90,0.62
1554,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1095.90,0.50
1555,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1184.46,0.59
1556,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,999.12,1117.32,0.88
1557,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1053.58,1170.38,0.40
1558,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1205.69,0.93
1559,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1114.41,0.75
1560,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1025.32,1169.50,0.56
1561,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,999.18,1180.74,0.82
1562,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1189.40,0.60
1563,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1110.48,0.60
1564,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1031.80,1197.11,0.56
1565,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1238.63,0.42
1566,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=rank, crossover_method=partially_mapped, mutation_method=swap, local_search=False,999.12,1113.68,0.52
